ProjectId,ProjectName,Title,Description,Role
221277,Tymly,Create Vision import file from the gazetteer tools,"As a Data ManagerI need to synchronize all of the changes made in tymly to Vision 4 this includes SSI, property and street updatesSo that Vision 4 is kept up to dateAcceptance CriteriaLog into TymlyClick on data managementClick on Synchronize changes to Vision 4Next page click on Synchronize from - Date and time of the last synchronizationThen click on Disable button to disable gazetteerThen click on Synchronize ButtonThen click on the Enable button",Full Stack Developer
221277,Tymly,Accepting AddressBase Premium Change Updates,"Need to provide features within the tools to accept a change only OS ABP file.Then provide a summary of the changes  being imported e.g. 10 new records, 5 history records, 7 potential conflicts.Story will need expanding to provide any potential wireframes and acceptance criteria.",Full Stack Developer
221277,Tymly,Bulk Cancel Safe and Well Appointments,"As Fire ControlI want to cancel multiple Safe and Well appointments at the same timeSo that if resource issues become apparent, I can remove the Safe and Well appointments quickly, with occupiers being informed automatically.Acceptance Criteria.Fire Control/Home Safety Team require to bulk cancel of assessments due to a major incident and so will be unable to attend the appointment.A large number of appoints are cancelled together and the occupier is informed of the cancellation via text, letter.",Full Stack Developer
221277,Tymly,Prevent duplicate Safe and Well requests,"As someone requesting a Safe and Well on behalf of someone elseI want to know  whether a Safe and Well has already been requested or completed for the person/property before i proceed in booking an appointmentSo that we don't waste or time booking appointments for people that have already had a visit, or are already in the system. This may be particularly relevant if multiple agencies are assisting an individual, both of which may refer them for a Safe and Well.Tymly 2 enhancement for #190",Full Stack Developer
221277,Tymly,Confirm Building DNA has been completed as part of audit process,"###Story	As a 	""Firefighter, Fire Safety Officer, Fire Safety Admin, Business Support Officer, Crew Commander, Watch Commander, Station Commander, Area Commander, Group Commander Chief Fire Officer, Deputy Chief Fire Officer, Assistant Chief Fire Officer""	I want	to be able to Validate a 'Complete a Building DNA' form for this property'	So that	I can mark that I have checked the data recorded is correct	####Acceptance Criteria	""Validate button should not replace the submit button - requires input from Developer Validation lasts for 24 hours""	####Guidance	""The validation is not a problem QQ: As an audit can stay open for longer than 24hrs, are you happy for the validation to only apply to new audit/safe and strong? JH Confirmed yes. This requirement will have to be in Tymly 2 which will be delivered no later than end May 2019. JH confirmed that RIDGE are happy to wait for Tymly 2 for this requirement""####IdeaIs it possible to treat multiple forms as a 'checklist' for the delivery of an activity?e.g. To complete an Audit, you must...1. Confirm Bulding DNA information2. Complete Audit Forms3. Hit 'Finished' when you've done everything...i.e. a bit like government processes such as applying for a new passport etc.NB: If this is possible, we may be able to move away from the 'validated within 24 hours' test. I believe this may cause problems, as audits typically take longer than 24 hours to complete, and it would become onerous to prevent access to audit forms each time unless Building DNA is confirmed, when realistically, they wouldn't be on site each time they revisit the audit form.As such, had the idea of packaging up multiple forms that all require 'completing', to finish a process. This would mean the Building DNA form would only need to be validated at the start of the audit process, in order to unlock the audit forms. They would be able to revisit the Building DNA form at any time still.There are similar requirements for Safe and Strong and Safe and Well",Full Stack Developer
221277,Tymly,Restrict Access to Audit Forms until Building DNA is completed,"###Story	As a 	""Firefighter, Fire Safety Officer, Fire Safety Admin, Business Support Officer, Crew Commander, Watch Commander, Station Commander, Area Commander, Group Commander Chief Fire Officer, Deputy Chief Fire Officer, Assistant Chief Fire Officer""	I want	to only be able click on 'Complete a 'Audit' form for this property' when a validation of 'Complete a 'Buidling DNA' form for this property' has been carried out within the last 24hours	So that	I can ensure that the DNA data is up to date before I carry out an Audit	####Acceptance Criteria	User must not be able to click on 'Complete a 'Audit' form for this property' if the last validation has been carried out more than 24hours from now	####Guidance	They want to ensure that for every Audit that is completed, the Building DNA has been validated. As such, an Audit should be seen as the completion of both the Building DNA form __and__ the Audit forms.This should be considered as part of #915There are similar requirements for Safe and Strong and Safe and Well",Full Stack Developer
221277,Tymly,Confirm Building DNA has been completed as part of Safe and Strong process,"### StoryAs a ""Firefighter, Fire Safety Officer, Fire Safety Admin, Business Support Officer, Crew Commander, Watch Commander, Station Commander, Area Commander, Group Commander Chief Fire Officer, Deputy Chief Fire Officer, Assistant Chief Fire Officer""I want to only be able click on 'Complete a 'Safe and Strong' form for this property' when a validation of 'Complete a 'Buidling DNA' form for this property' has been carried out within the last 24hoursSo that I can ensure that the DNA data is up to date before I carry out a Safe and Strong#### Acceptance CriteriaUser must not be able to click on 'Complete a 'Safe and Strong' form for this property' if the last validation has been carried out more than 24hours from now#### GuidanceThey want to ensure that for every Safe and Strong that is completed, the Building DNA has been validated. As such, a Safe and Strong should be seen as the completion of both the Building DNA form **and** the Safe and Strong form.#### IdeaIs it possible to treat multiple forms as a 'checklist' for the delivery of an activity?e.g. To complete a Safe and Strong, you must...1.  Confirm Bulding DNA information2.  Complete Safe and Strong Form3.  Hit Finished when you've done everything...There are similar requirements for RIDGE Audits and Safe and Well",Full Stack Developer
221277,Tymly,S+W Internal referral email content,"As a member of Fire Safety, the FST team, Deaf Team or Complex Needs Officer,I want to be informed about certain details following a Safe and WellSo that i can provide additional support to the at risk occupier.This is an enhancement to the work completed in Story #528###Dev Design Considerations ###The initial requirement made use of email to provide an alert to the relevant internal team, but consideration should be given regarding whether this is the appropriate medium to provide an alert.Consider the notification mechanisms being planned within Tymly, and the use of Tymly tasks to highlight that user actions may be needed.This could include the acknowledgement or receipt of the referral, which can provide a useful feedback loop to the originator of the referral.The detail required by each team, could then be included as a 'card' relevant for that team, controlled by appropriate RBAC permissions.The attachment **Internal Referral Mechanisms** details the info required for each team.",Full Stack Developer
221277,Tymly,Filter by complete status,"New feature, filtering bookings by complete status (within the S+W View Bookings area for Fire Control):github.com/wmfs/safe-and-well-blueprint/commit/8f1cf8ee422d3b392a530b8a7bc2861f8c438704github.com/wmfs/tymly-solr-plugin/commit/e286abf1c8bacf51d0d02cd6ee2bf894e0e4450bPlease keep in mind this will only take affect on future referrals that have been ""marked as complete""",Full Stack Developer
221277,Tymly,Station Drop Down list (1359),"As a fire crew, want to select station from the View Safe & Well Appointment Form and from the Filter by station by easily selecting the required station from the drop-down list.Acceptance CriteriaGiven I am filtering for booked appointments on the View Safe & Well Appointment Form  I should be able to select All stations and view the station list as followsStation names first and then the codeStation names in alphabetical order.And then select the required station.",Full Stack Developer
