ProjectId,ProjectName,Title,Description,Role
221716,software-factory,smoke-test: periodics sf-ci jobs,"To get data to help vexxhost to debug mirrors issue, we have to run periodic ci jobs on vexxhost with a dedicated label similar to what was done for tripleo-ci with https://review.rdoproject.org/zuul/builds?project=smoke-test-vexxhost",DEV
221716,software-factory,improve/cleanup ansible-role-ara,https://git.openstack.org/cgit/openstack/ansible-role-ara/,DEV
221716,software-factory,sf config repo: set label to upstream-centos-7 for vexxhost,upstream-centos-7-vexxhost label was used during the poc to avoid launching tripleo-ci production jobs on vexxhost. rdocloud and vexxhost should use the same label:softwarefactory-project.io/cgit/config/tree/nodepool/vexxhost.yaml#n2,DEV
221716,software-factory,ELK: investigate using https://opendistro.github.io/for-elasticsearch/ for security,"DOD: Find if https://opendistro.github.io/for-elasticsearch/ could be used on sf deployment to secure private logs. https://opendistro.github.io/for-elasticsearch/ are plugins which add security (users ACL) on elk stack, investigate to:*   find if it's possible to autolog users already logged in sf*   have private indexes reserved for ops to get system logs (zuul, nodepool)*   how export system log in elastic (probably a syslog configuration or plugin)",DEV
221716,software-factory,"use infra-{sf,rdo} to run ci jobs for sf and rdo","Use infra-{rdo,sf} to run ci jobs for sf and rdo.",DEV
221716,software-factory,Letsencrypt certificates should not be requested over TLS-SNI-01,"Some domains are using TLS-SNI-01 for their letsencrypt certificates:```Action may be required to prevent your Let's Encrypt certificate renewals frombreaking.If you already received a similar e-mail, this one contains updated information.Your Let's Encrypt client used ACME TLS-SNI-01 domain validation to issue acertificate in the past 3 days. Below is a list of names and IP addressesvalidated (max of one per account):[registry.rdoproject.org](registry.rdoproject.org) (38.145.32.81) on 2019-03-12TLS-SNI-01 validation has reached end-of-life. It stopped working permanentlyon March 13th, 2019\. Any certificates issued before then will continue to workfor 90 days after their issuance date.# You need to update your ACME client to use an alternative validation method(HTTP-01, DNS-01 or TLS-ALPN-01) or your certificate renewals will break andexisting certificates will start to expire.```See: https://community.letsencrypt.org/t/how-to-stop-using-tls-sni-01-with-certbot/83210",DEV
221716,software-factory,Sort VMT issue in ethercal,,DEV
221716,software-factory,zuul-images-jobs proof of concept,"# User story: zuul-images-jobs proof of concept## AbstractAs a container or diskimage user, i want to describe how to build, validate and publish an image efficiently, and let zuul do the job.## Conditions of satisfaction- An Image schema that declares 4 things:  - Howto build an image    (job name)  - Howto update an image   (job name)  - Gate (validation) jobs  (list of job name)  - Promotion jobs          (list of job name)- A library of functions to convert the schemas into:  - zuul project pipeline config  - zuul jobs    (optional)  - job playbook (optional)The story also requires the creation of basic primitives:- A periodic pipeline- A base job- Some roles pre configured for basic task like container image promotion## Definition of doneThis initial poc is completed by a demo where we submit this example schemas:```yaml  name: openstacksdk  build: |    from fedora:31    run pip3 install openstacksdk  update: |    from openstacksdk    run dnf update -y && pip3 install --update openstacksdk  gate:    podman run openstacksdk openstacksdk --version  promote: podman push quay.io/hub-org/openstack```and we get zuul configuration objects that results in a image that is updated periodically.## Further design discussionsHere is some domain design using typed fp that goes into more details for furtherdevelopment:```haskelltype CommandsM = List tasks type Object = ContainerRef str | DiskImagePath strtype ConfigSchema = {  name    :: Text  build   :: Void    -> CommandM (Object)   -- performing the command results in a object  update  :: Object  -> CommandM (Object)  gate    :: Object  -> CommandM (Bool)  promote :: Object  -> CommandM (Object)}-- The schema to zuul configuration transformationzuul-image-jobs :: ConfigSchemas -> IO (  Zuul Pipelineconfig,  Zuul Jobs,  Jobs Playbooks,  MQTT DashboardConfigs,  ...)-- The zuul-image-jobs initial transformationzuul-image-jobs-base :: Name -> ContainerSecret -> IO (  Zuul PeriodicPipeline,  Zuul BaseJob,  Zuul Secret, )```### Re-usable configuration```haskell-- A common pip based image:PipImage :: Text -> ConfigSchemasPipImage package-name = {  name = package-name  build = [    ""from fedora:31"",    ""run pip3 install ${package-name}""]  update = [    ""from fedora:31"",    ""run dnf update -y && pip3 install --update ${package-name}""]  gate = ""podman run ${name} ${package-name} --help""  promote = ...}-- A nodepool-builder replacement:Dib :: Text -> List Text -> ConfigSchemasDib image-url packages = {   ..}```### Example end-results:This show what needs to be synthesised:#### zuul.yaml```yaml  - project:      hub-update:        jobs:          - openstacksdk-update          - openstacksdk-test:              dependencies: openstacksdk-update          - openstacksdk-promote:              dependencies: openstacksdk-test    - job:        name: ...        run: playbooks/{name}/(update|test/promote).yaml```#### playbooks/...#### reporting-configstatus.json:{  ""openstacksdk"":    { update-job: ""openstacksdk-update"",      final-ref: ""docker.io/zuul/openstacksdk?"",    }}Then a service listening on mqtt could gatherthe result and create a static index.html",DEV
221716,software-factory,Deploy a standalone ARA API server for sfproject.io,The goal of this story is setup an ara.sfproject.io service so that zuul and tripleo-quickstart playbook can report to instead of using the ara 0.x callback.,DEV
221716,software-factory,Upgrade Zuul's implementation of ARA to 1.x,,DEV
