ProjectId,ProjectName,Title,Description,Role
129529,MDN Durable Team,"[Fx61-SVG] As a Web developer I want to know about the latest SVG features in Firefox 61, so that I can test and make use of new technologies.",,Content
129529,MDN Durable Team,[medium/high] Evaluate candidates for MDN Performance Audit,"*   [Request for Proposal](https://docs.google.com/document/d/1Q-6PfrqjPRQnA4oq6Wc4MQNibEAxiG4xUUUjpE0NDdQ)*   Timeline:    *   Monday, April 2 - selection of top bidders    *   Monday, April 16 - start of negotiation    *   Monday, April 23 - contract award",Back
129529,MDN Durable Team,[S/H] Put a CDN in front of developer.mozilla.org,"The goals are that a CDN in front of [developer.mozilla.org](http://developer.mozilla.org) will:*   improve response times since endpoints will mostly be served from a cached response and because the cached response will come from a server that is closer to the user*   greatly reduce the load on MDN, which will in turn reduce downtime events due to scrapers and other issues*   automatically provide a better level of protection against DDoS attacks (e.g., via AWS Shield)Here is the checklist:*   [x] Successful testing on stage.*   [x] Create the new primary CDN ([via this Terraform](https://github.com/mozmeao/infra/pull/726/files#diff-790cd9740f7816b0c7811190c12f0a69)) with an origin of **[prod.mdn.moz.works](http://prod.mdn.moz.works)** (**[d2jhm933xpgpf7.cloudfront.net](http://d2jhm933xpgpf7.cloudfront.net)**)*   [x] Manually order the behaviors in the new primary CDN*   [x] Push master to production*   [ ] Make the DNS switch: **[developer.mozilla.org](http://developer.mozilla.org)** switched to the new primary CDN **[d2jhm933xpgpf7.cloudfront.net](http://d2jhm933xpgpf7.cloudfront.net)**. At this point, the static and media files will still be served from the **[cdn.mdn.mozilla.net](http://cdn.mdn.mozilla.net)** CDN.*   [ ] Stop using the **[cdn.mdn.mozilla.net](http://cdn.mdn.mozilla.net)** CDN for static/media files (review, merge, and deploy [github.com/mozmeao/infra/pull/757](https://github.com/mozmeao/infra/pull/757)).",Content
129529,MDN Durable Team,[L/L] Stop using deprecated Django features,"Stop using features that are not supported in Django 1.11, both in 3rd party packages and in Kuma.Acceptance Criteria:* ``PYTHONWARNINGS=all pytest kuma --capture=no`` returns no Removal or Deprecation warnings, tests run (with possible failures) under Django 1.11.References:* [Django Upgrade advice](https://docs.djangoproject.com/en/1.11/howto/upgrade-version/)* [Kuma Package Updates Q1 2018](https://docs.google.com/spreadsheets/d/1ujDsT-N5Ikrut9Mm_GIe0i2ZPUc3EoLpJXwLPxEvFwk/edit#gid=1438094461)* [Bug 1399639](https://bugzilla.mozilla.org/show_bug.cgi?id=1399639) (Update dependencies)* [Bug 1429933](https://bugzilla.mozilla.org/show_bug.cgi?id=1429933) (Eliminate RemovedInDjangoXXWarnings)",Back
129529,MDN Durable Team,"As the community lead, I want to run an experiment with encouraging MDN users to share on Twitter when they promote MDN, so we can gauge whether users have interest in such an approach",,Stakeholder
129529,MDN Durable Team,Content planning tasks,,Content
129529,MDN Durable Team,"As a MDN contributor, I want to have non-web docs moved off MDN as appropriate so the focus of the site can be kept pure.",,Content
129529,MDN Durable Team,User Research: Summary Compat Data Tables,Acceptance Criteria:*   Summary of user interviews*   Decision on problems to address and scope of projecthttps://docs.google.com/document/d/1P3Wpd-GrgEbk7ZZuFxNto8E3S1vPdQKApUsDjNM8T3I/edit#,Back
129529,MDN Durable Team,Update HTML element reference pages for SEO,"Apply recommended SEO improvements to the HTML documentation. This is a long-term user story that will span sprints.The primary goal is to update the page titles to the new form ""<elementname>: The Element Full Name element"", such as ""<ul>: The Unordered List element"".While at this, I'm also cleaning up other issues with the content, improving SEO summaries, updating text and examples, and some other improvements.I'll add tasks to this soon for each of the elements, to track work as it gets done.",Content
129529,MDN Durable Team,SEO Experiment: Optimize internal links in the /Web tree,"For this experiment, we will select 5 or 10 good quality pages which are not currently ranked #1 and improve links to and from those pages to improve discoverability and to help bring the search rank up.Ideally, at least some of the inbound links to the pages in question should be on pages which themselves are highly-ranked.For each page selected in task [#3937-Select 10 pages to test](/project/viya-mdn-durable-team/task/3937), the following steps should be taken:1.  Open Google Search Console2.  In the sidebar, under ""Search Traffic,"" click ""Search Analytics""3.  Click the ""Impressions"" checkbox and select the ""Pages"" radio button. Click the popup under the ""Dates"" radio button (but not the ""Dates"" radio button itself) and set it to 90 days. The result is a list of page impressions over the past 90 days.4.  Click the page to test in the resulting list to see its details5.  On the details page, click the ""Queries"" radio button to see a list of the top search queries that brought users to the page6.  Find appropriate MDN pages based on that query and ensure there are links to the page being improved as appropriate7.  Try to add 3-5 new inbound links to the page being tested",Content
